,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,VPI1,Reg16,CAN16
-244,C06 - SGB 1601,Time stamp,44409,16:51:00.0,0,1504,447,2015,450,0.7,L,50.1,247,246,247,427,427,429,854,853,863,50.1,247,246,247,430,429,430,0,0,0,-0.046,59.6,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,112.3,90,64,3.12,1.78,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-245,C06 - SGB 1601,Time stamp,44409,16:50:00.3,0,1497,485,2333,495,0.7,L,49.9,246,246,246,426,426,428,953,934,951,49.9,246,245,246,429,427,429,0,0,0,0.02,60.1,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,120.8,90,64,3.08,2,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-246,C05 - SGP 1309,Time stamp,44409,16:50:00.2,0,1496,339,,334,0.71,L,49.9,246,247,244,426,425,425,650,660,637,49.9,247,246,246,428,428,429,0,0,0,0.08,70,28.1,63.9,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1496,85.5,89,55,4.52,0.96,63,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-247,C03 - SGC 1618,Time stamp,44409,16:50:00.2,0,1496,525,2304,532,0.7,L,49.8,245,243,244,422,422,424,1096,1029,989,49.8,244,244,243,424,423,425,0,0,0,0.016,58.4,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1495,128.8,87,51,3.8,1.44,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992394,,,,,,,
-248,C04 - SGC 1615,Time stamp,44409,16:50:00.1,0,1493,530,2301,533,0.7,L,49.8,244,244,244,423,422,423,1032,1034,1002,49.8,244,243,243,423,424,425,0,0,0,-0.004,56.5,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1495,130.5,92,54,3.92,1.42,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-249,C01 - SGB 1603,Time stamp,44409,16:50:00.1,0,1496,418,2213,466,0.67,L,49.8,238,238,238,411,412,412,929,858,920,49.8,237,238,238,414,414,414,0,0,0,0.15,49.9,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,111,91,58,3.92,1.32,76,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-250,C04 - SGC 1615,Time stamp,44409,16:49:00.3,0,1502,520,2271,542,0.69,L,50,244,244,244,423,422,423,1053,1035,1002,50,244,243,244,424,424,425,0,0,0,0.008,56.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,126.6,91,53,4,1.42,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-251,C01 - SGB 1603,Time stamp,44409,16:49:00.3,0,1501,439,2302,485,0.67,L,50.1,239,239,239,413,412,414,937,869,932,50.1,238,238,238,415,414,414,0,0,0,0.024,49.8,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,113.7,91,56,3.84,1.56,80,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-252,C06 - SGB 1601,Time stamp,44409,16:49:00.2,0,1503,486,2260,500,0.7,L,50.1,247,246,246,427,426,428,947,937,954,50.1,247,245,246,430,428,429,0,0,0,0.156,59.9,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,120.6,90,62,3.12,2.04,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-253,C05 - SGP 1309,Time stamp,44409,16:49:00.2,0,1504,327,,351,0.68,L,50.1,246,247,245,426,425,426,657,667,633,50.1,247,246,246,428,429,429,0,0,0,0.036,69.7,27.9,63.9,26.6,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,81.5,88,54,4.24,1.04,60,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-254,C03 - SGC 1618,Time stamp,44409,16:49:00.2,0,1501,515,2284,535,0.69,L,50.1,245,244,244,423,423,424,1056,987,945,50.1,244,244,244,424,424,425,0,0,0,0.052,58.2,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,125.9,86,50,3.84,1.48,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992386,,,,,,,
-255,C04 - SGC 1615,Time stamp,44409,16:48:00.3,0,1504,403,1748,433,0.68,L,50.1,243,243,244,422,421,422,838,830,802,50.1,243,242,243,422,423,424,0,0,0,0.018,54.6,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,100,91,53,4.04,1.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-256,C01 - SGB 1603,Time stamp,44409,16:48:00.3,0,1505,331,1794,391,0.65,L,50.1,239,240,239,414,414,414,731,672,720,50.1,239,239,239,416,416,416,0,0,0,-0.004,49.3,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1505,82.3,90,55,4.12,1.12,63,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-257,C06 - SGB 1601,Time stamp,44409,16:48:00.2,0,1503,399,1754,379,0.73,L,50.1,246,246,246,426,426,428,750,747,758,50.1,247,245,246,429,427,429,0,0,0,0.196,59.5,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1505,104.7,90,58,3.2,1.38,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-258,C05 - SGP 1309,Time stamp,44409,16:48:00.2,0,1503,232,,277,0.64,L,50.1,246,247,244,426,424,425,484,494,482,50.1,247,246,246,428,429,428,0,0,0,0.044,68.9,27.9,63.9,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,53.9,87,55,4.36,0.7,44,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-259,C03 - SGC 1618,Time stamp,44409,16:48:00.1,0,1502,404,1772,421,0.69,L,50.1,244,243,243,421,421,423,824,780,729,50.1,243,244,243,423,423,424,0,0,0,0.02,56.3,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1501,97.8,86,50,3.92,1.16,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992378,,,,,,,
-260,C06 - SGB 1601,Time stamp,44409,16:47:00.2,0,1498,329,1610,356,0.68,L,49.9,247,246,246,428,427,428,663,656,667,49.9,247,246,246,430,429,429,0,0,0,0.058,59.8,28.3,65.9,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,94.1,90,60,3.2,1.04,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-261,C04 - SGC 1615,Time stamp,44409,16:47:00.2,0,1498,374,1621,383,0.7,L,49.9,244,243,244,422,422,423,747,741,709,49.9,243,242,243,422,423,423,0,0,0,0.002,54.5,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1495,94.8,91,53,4,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-262,C01 - SGB 1603,Time stamp,44409,16:47:00.2,0,1499,299,1581,326,0.67,L,49.9,239,239,239,413,413,415,639,590,632,49.9,239,239,239,416,415,416,0,0,0,0.078,50.6,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,76.2,90,56,4.16,0.78,57,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-263,C05 - SGP 1309,Time stamp,44409,16:47:00.0,0,1499,235,,237,0.7,L,49.9,246,247,244,426,425,426,446,457,445,49.9,247,246,246,428,428,429,0,0,0,0.048,70.3,27.9,63.9,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1496,56.7,88,56,4.2,0.58,45,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-264,C03 - SGC 1618,Time stamp,44409,16:47:00.0,0,1497,376,1616,389,0.69,L,49.9,244,243,243,422,421,423,769,730,689,49.9,243,244,243,424,423,424,0,0,0,-0.038,56.4,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,95.2,86,50,3.8,0.98,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992372,,,,,,,
-265,C05 - SGP 1309,Time stamp,44409,16:46:00.4,0,1500,293,,286,0.72,L,50,246,247,244,426,424,425,557,564,548,50,247,246,245,428,428,428,0,0,0,0.054,69.6,28.1,63.9,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,70.5,88,56,4.52,0.86,56,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-266,C03 - SGC 1618,Time stamp,44409,16:46:00.3,0,1499,469,2059,455,0.72,L,50,244,243,244,422,422,424,936,876,837,50,243,243,243,423,423,425,0,0,0,0.002,57.2,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,116.8,87,50,3.88,1.28,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992365,,,,,,,
-267,C04 - SGC 1615,Time stamp,44409,16:46:00.2,0,1498,471,2061,453,0.72,L,49.9,243,243,244,422,421,422,904,888,878,49.9,244,243,243,423,423,423,0,0,0,0.01,55.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,117.2,92,53,4,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-268,C06 - SGB 1601,Time stamp,44409,16:46:00.1,0,1497,425,2060,400,0.73,L,49.9,246,245,246,426,425,428,803,782,805,49.9,246,245,246,429,427,427,0,0,0,0.118,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1496,109.1,90,61,3.12,1.56,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-269,C01 - SGB 1603,Time stamp,44409,16:46:00.1,0,1497,384,2020,384,0.71,L,49.8,239,239,238,412,412,413,796,732,790,49.8,238,238,238,415,414,414,0,0,0,0.086,50.4,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1496,99.5,90,57,3.88,1.16,71,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-270,C05 - SGP 1309,Time stamp,44409,16:45:00.3,0,1500,275,,269,0.72,L,49.8,245,246,244,424,423,424,535,539,521,49.8,247,246,245,429,428,427,0,0,0,0.07,70,27.9,63.9,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1495,64.5,88,56,4.28,0.74,50,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-271,C03 - SGC 1618,Time stamp,44409,16:45:00.2,0,1497,429,1870,461,0.68,L,50,245,244,244,423,423,424,897,850,802,50,244,245,243,425,424,425,0,0,0,-0.01,57.3,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,107.7,87,50,3.88,1.22,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992357,,,,,,,
-272,C06 - SGB 1601,Time stamp,44409,16:45:00.1,0,1499,408,1874,407,0.71,L,49.9,246,246,246,426,426,428,801,782,803,49.9,246,245,246,429,428,429,0,0,0,-0.048,59.9,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,106.4,90,62,3.16,1.48,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-273,C04 - SGC 1615,Time stamp,44409,16:45:00.1,0,1498,424,1871,460,0.68,L,50,244,244,244,424,423,424,869,862,838,50,244,243,244,424,424,425,0,0,0,0.022,55.2,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,107,92,54,3.96,1.18,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-274,C01 - SGB 1603,Time stamp,44409,16:45:00.1,0,1500,347,1881,392,0.66,L,50,239,240,239,414,414,414,744,692,739,50,238,239,239,415,416,415,0,0,0,0.072,50,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,87,91,57,3.96,1.08,65,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-275,C06 - SGB 1601,Time stamp,44409,16:44:00.3,0,1498,415,1982,419,0.7,L,50,247,246,246,427,426,428,809,794,819,50,247,245,246,430,427,429,0,0,0,0.048,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,107.5,90,62,3.12,1.52,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-276,C05 - SGP 1309,Time stamp,44409,16:44:00.2,0,1497,283,,276,0.72,L,50,246,247,245,426,425,426,549,557,536,50,247,246,246,428,429,429,0,0,0,0.056,70,27.9,63.9,26.6,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,69.6,88,55,4.32,0.82,53,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-277,C03 - SGC 1618,Time stamp,44409,16:44:00.2,0,1500,450,1980,463,0.7,L,49.9,245,244,244,423,422,424,943,897,853,49.9,244,244,243,424,423,425,0,0,0,0.014,57.3,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,110.5,87,50,3.84,1.24,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992350,,,,,,,
-278,C04 - SGC 1615,Time stamp,44409,16:44:00.0,0,1499,455,1975,458,0.7,L,50,244,244,244,423,422,424,902,885,861,50,244,243,243,424,424,424,0,0,0,0,55.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,112.5,92,54,4,1.22,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-279,C01 - SGB 1603,Time stamp,44409,16:44:00.0,0,1497,372,1974,396,0.68,L,49.9,239,239,238,412,412,414,782,724,778,49.9,238,238,239,414,415,415,0,0,0,0.074,50.1,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,97,91,57,4.04,1.14,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-280,C06 - SGB 1601,Time stamp,44409,16:43:00.3,0,1498,430,2047,398,0.73,L,49.9,247,246,246,427,427,428,792,774,792,49.9,246,245,246,429,427,428,0,0,0,0.054,60,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1496,109.4,90,62,3.12,1.58,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-281,C05 - SGP 1309,Time stamp,44409,16:43:00.3,0,1499,290,,320,0.67,L,49.9,246,247,245,426,425,425,583,593,573,49.9,247,246,246,428,428,429,0,0,0,0.066,69.7,27.9,63.9,26.2,#####,#####,#####,00000000 0011,10010010 0001,AUT,1497,71.5,88,55,4.36,0.84,54,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-282,C04 - SGC 1615,Time stamp,44409,16:43:00.3,0,1498,473,2031,462,0.72,L,49.9,244,243,244,422,421,423,924,920,893,49.9,244,243,243,423,423,424,0,0,0,0.008,55.7,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,118.3,91,53,4,1.24,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-283,C01 - SGB 1603,Time stamp,44409,16:43:00.3,0,1496,371,1998,397,0.68,L,49.9,239,239,239,413,413,414,785,731,777,49.9,238,238,239,415,415,415,0,0,0,0.084,50.3,28.1,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,95.3,91,57,4.08,1.16,68,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-284,C03 - SGC 1618,Time stamp,44409,16:43:00.1,0,1496,468,2033,459,0.71,L,49.9,245,243,244,422,421,423,957,902,871,49.9,243,244,243,424,423,424,0,0,0,-0.012,57.5,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1498,115.8,87,50,3.88,1.28,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992342,,,,,,,
-285,C06 - SGB 1601,Time stamp,44409,16:42:00.2,0,1494,440,2084,426,0.72,L,49.9,247,246,246,426,426,428,841,833,843,49.9,246,245,246,429,427,429,0,0,0,0.034,60,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1496,111.2,90,63,3.12,1.7,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-286,C04 - SGC 1615,Time stamp,44409,16:42:00.2,0,1495,483,2085,486,0.7,L,49.9,244,243,244,423,422,423,957,951,931,49.9,244,243,243,423,423,424,0,0,0,0.006,55.9,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,123.2,91,53,3.96,1.28,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-287,C01 - SGB 1603,Time stamp,44409,16:42:00.2,0,1495,370,2015,419,0.66,L,49.8,239,239,238,413,412,413,818,755,807,49.8,238,239,238,415,415,414,0,0,0,0.114,50.1,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,97,91,57,4.04,1.12,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-288,C05 - SGP 1309,Time stamp,44409,16:42:00.1,0,1495,296,,321,0.68,L,49.9,246,247,244,426,424,425,597,608,590,49.9,247,246,245,429,428,427,0,0,0,0.098,70,28,63.9,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1495,73.8,89,56,4.48,0.78,54,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-289,C03 - SGC 1618,Time stamp,44409,16:42:00.0,0,1494,479,2060,483,0.7,L,49.9,245,244,243,423,422,423,1000,938,898,49.9,243,244,243,424,423,424,0,0,0,-0.046,57.8,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1496,114,86,50,3.8,1.3,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992334,,,,,,,
-290,C06 - SGB 1601,Time stamp,44409,16:41:00.2,0,1500,438,2055,440,0.7,L,50.1,248,246,247,428,426,429,844,834,849,50.1,247,246,246,430,428,428,0,0,0,0.01,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,111.3,90,62,3.12,1.72,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-291,C04 - SGC 1615,Time stamp,44409,16:41:00.2,0,1499,464,2063,488,0.69,L,50,244,244,244,423,421,423,943,930,903,50,244,243,243,423,423,424,0,0,0,0.028,55.5,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,115.7,91,53,4.04,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-292,C05 - SGP 1309,Time stamp,44409,16:41:00.1,0,1499,295,,298,0.7,L,50,246,247,244,425,424,426,572,582,563,50,247,246,245,428,428,428,0,0,0,0.066,70.6,27.9,63.9,26.5,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,71.7,89,56,4.48,0.88,55,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-293,C01 - SGB 1603,Time stamp,44409,16:41:00.1,0,1501,388,2072,417,0.68,L,50,239,239,238,414,413,413,809,745,806,50,238,239,239,416,415,415,0,0,0,0.052,49.9,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,98.7,91,57,3.96,1.26,71,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-294,C03 - SGC 1618,Time stamp,44409,16:41:00.0,0,1499,477,2068,489,0.7,L,50,244,244,244,422,422,423,992,930,881,50,243,244,244,424,424,425,0,0,0,-0.018,57.6,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1498,114.7,86,50,3.84,1.34,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992326,,,,,,,
-295,C05 - SGP 1309,Time stamp,44409,16:40:00.3,0,1499,289,,314,0.68,L,50.1,247,247,245,427,425,427,578,592,572,50.1,248,247,245,430,428,428,0,0,0,0.07,69.8,27.9,63.9,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,71.7,88,55,4.52,0.86,55,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-296,C03 - SGC 1618,Time stamp,44409,16:40:00.3,0,1500,461,2083,491,0.68,L,50.1,244,244,244,422,423,424,949,894,843,50.1,244,244,244,424,424,425,0,0,0,-0.012,57.5,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,112.9,86,50,3.76,1.3,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992319,,,,,,,
-297,C06 - SGB 1601,Time stamp,44409,16:40:00.1,0,1503,446,2072,422,0.73,L,50.1,247,246,246,427,426,428,837,826,844,50.1,246,246,246,429,429,429,0,0,0,0.062,59.7,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,112.6,90,62,3.12,1.76,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-298,C04 - SGC 1615,Time stamp,44409,16:40:00.1,0,1501,478,2075,488,0.7,L,50.1,244,244,244,424,422,423,952,936,914,50.1,244,243,243,424,424,424,0,0,0,-0.006,55.8,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,116.8,91,53,4.04,1.3,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-299,C01 - SGB 1603,Time stamp,44409,16:40:00.1,0,1503,393,2090,425,0.68,L,50.1,239,240,239,415,415,414,830,775,826,50.1,238,239,240,415,416,415,0,0,0,0.066,49.9,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,101,91,57,4.08,1.28,72,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-300,C05 - SGP 1309,Time stamp,44409,16:39:00.3,0,1498,288,,300,0.69,L,50,246,247,244,426,425,426,565,572,556,50,247,246,246,429,429,429,0,0,0,0.054,69.9,28.1,63.9,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,70.2,88,55,4.48,0.82,54,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-301,C03 - SGC 1618,Time stamp,44409,16:39:00.2,0,1498,439,2005,457,0.69,L,50,245,244,244,423,423,424,920,854,823,50,244,244,244,424,424,425,0,0,0,0.024,57.2,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,109.9,86,50,3.84,1.24,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992311,,,,,,,
-302,C04 - SGC 1615,Time stamp,44409,16:39:00.1,0,1498,460,1997,456,0.71,L,50,244,244,244,423,422,424,902,888,865,50,244,243,244,424,424,424,0,0,0,-0.006,55.7,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,116.3,90,53,4.04,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-303,C06 - SGB 1601,Time stamp,44409,16:39:00.0,0,1498,424,2003,412,0.72,L,50,247,246,247,428,428,429,807,788,813,50,247,246,247,430,428,430,0,0,0,0.054,60,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,108.6,90,61,3.16,1.58,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-304,C01 - SGB 1603,Time stamp,44409,16:39:00.0,0,1498,382,2014,403,0.69,L,49.9,239,239,239,413,412,414,800,743,795,49.9,238,238,238,415,415,415,0,0,0,0.078,50.2,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,98.4,90,56,4,1.16,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-305,C06 - SGB 1601,Time stamp,44409,16:38:00.3,0,1505,409,1858,409,0.71,L,50.1,247,246,246,428,426,428,798,778,799,50.1,247,246,247,430,429,429,0,0,0,-0.012,59.6,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,106.8,90,61,3.16,1.5,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-306,C05 - SGP 1309,Time stamp,44409,16:38:00.3,0,1504,266,,265,0.71,L,50.1,246,248,245,427,425,426,522,530,513,50.1,247,247,246,429,429,429,0,0,0,0.078,70.3,28.1,63.9,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1504,64.3,88,54,4.28,0.76,51,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-307,C04 - SGC 1615,Time stamp,44409,16:38:00.3,0,1501,420,1867,457,0.68,L,50.1,245,244,244,424,424,425,848,827,820,50.1,245,243,244,424,425,425,0,0,0,-0.016,55.1,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,105.3,90,53,4.04,1.16,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-308,C01 - SGB 1603,Time stamp,44409,16:38:00.3,0,1499,354,1910,389,0.67,L,50,239,240,239,414,413,414,747,690,736,50,238,239,239,415,416,415,0,0,0,0.074,50,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,87.6,90,56,4.12,1.08,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-309,C03 - SGC 1618,Time stamp,44409,16:38:00.1,0,1501,429,1891,457,0.68,L,50,245,244,244,423,423,424,893,845,797,50,244,244,244,424,424,426,0,0,0,0.024,57.1,27.3,60,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,107.2,86,51,3.84,1.2,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1992303,,,,,,,
-310,C05 - SGP 1309,Time stamp,44409,16:37:00.3,0,1499,267,,278,0.69,L,50,246,247,244,426,424,424,519,529,511,50,247,246,245,428,428,428,0,0,0,0.082,70,28.2,64.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1498,64.9,88,54,4.36,0.72,50,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
