,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,TotRun,DEFl,Soot,Reg16,CAN16,kWhour
-2028,C07 - SGJ1500,Time stamp,8/3/2022,14:17:00.2,0,1500,179,762,321,0.49,L,50,241,241,240,417,416,418,530,505,485,50,241,240,240,418,418,419,0,0,0,0.096,52.7,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,47.3,87,56,4,0.44,38,47,#####,#####,27.3,,,11110000,,0,,,,,,,
-2029,C02 - SGF 1560,Time stamp,8/3/2022,14:17:00.1,0,1500,181,,319,0.49,L,50,239,239,239,414,414,414,537,509,514,50,238,238,238,415,415,415,0,0,0,0.08,50.3,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,48.4,88,51,4.44,0.48,38,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1329,#####,32768,11111110 00000000,11111110 00000000,
-2030,C01 - SGB 1603,Time stamp,8/3/2022,14:17:00.1,0,1498,179,747,320,0.49,L,50,240,240,240,415,414,416,536,481,510,50,239,240,240,417,417,417,0,0,0,0.086,53.9,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1498,47.1,88,50,4.04,0.36,39,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2031,C06 - SGB 1601,Time stamp,8/3/2022,14:17:00.0,0,1500,213,762,370,0.5,L,50,240,240,241,415,416,417,648,565,574,50,240,239,241,418,417,418,0,0,0,-0.052,52.8,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1497,67,88,52,3.36,0.52,,#####,#####,,,6.8,1.5,,,,11000110 00000000,,,,11111110 00000000,,
-2032,C06 - SGB 1601,Time stamp,8/3/2022,14:16:00.3,0,1502,198,737,369,0.47,L,50.1,240,240,240,416,416,417,623,550,553,50.1,240,239,241,418,418,419,0,0,0,0.116,52.7,28.3,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1500,61,87,51,3.4,0.44,,#####,#####,,,6.8,1.44,,,,11000110 00000000,,,,11111110 00000000,,
-2033,C07 - SGJ1500,Time stamp,8/3/2022,14:16:00.2,0,1501,171,721,323,0.47,L,50.1,241,241,240,418,417,419,531,507,488,50.1,241,241,241,418,419,419,0,0,0,0.064,52.7,27.7,63.4,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1503,45.4,87,56,4.56,0.48,37,47,#####,#####,27.6,,,11110000,,0,,,,,,,
-2034,C01 - SGB 1603,Time stamp,8/3/2022,14:16:00.1,0,1504,184,736,319,0.5,L,50.1,240,240,240,415,415,416,539,483,512,50.1,240,240,240,417,417,418,0,0,0,0.05,53.9,28,67.8,28.1,#####,#####,-1,10010001 0100,01001100 0011,AUT,1505,50.1,88,50,4.24,0.38,40,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2035,C02 - SGF 1560,Time stamp,8/3/2022,14:16:00.0,0,1502,185,,315,0.51,L,50.1,239,239,239,415,414,415,530,504,508,50.1,239,239,239,416,415,416,0,0,0,0.01,50.6,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1502,47.1,88,51,4.48,0.54,39,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1326,#####,32768,11111110 00000000,11111110 00000000,
-2036,C02 - SGF 1560,Time stamp,8/3/2022,14:15:00.3,0,1499,93,,315,0.28,L,50.1,239,240,240,415,415,415,469,440,449,50.1,239,239,239,416,416,416,0,0,0,0.078,50.4,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1499,24.6,88,51,4.48,0.26,21,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1298,#####,32768,11111110 00000000,11111110 00000000,
-2037,C07 - SGJ1500,Time stamp,8/3/2022,14:15:00.2,0,1501,96,428,318,0.29,L,50,241,241,240,417,417,418,484,454,439,50,240,240,241,418,419,419,0,0,0,0.136,52.7,27.6,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1500,28.5,87,56,4.36,0.26,25,47,#####,#####,27.3,,,11110000,,0,,,,,,,
-2038,C06 - SGB 1601,Time stamp,8/3/2022,14:15:00.2,0,1500,143,426,353,0.38,L,50,240,240,241,416,416,418,577,505,513,50,240,239,241,418,419,419,0,0,0,-0.206,53,28.3,61.5,28.3,,,,10010000 0100,01001100 0011,AUT,1501,49.5,87,51,3.44,0.32,,#####,#####,,,7,1.32,,,,11000110 00000000,,,,11111110 00000000,,
-2039,C01 - SGB 1603,Time stamp,8/3/2022,14:15:00.0,0,1503,93,430,319,0.28,L,50.1,240,240,240,415,416,416,487,436,461,50.1,239,240,240,417,417,417,0,0,0,0.066,53.7,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1504,24.4,88,49,4.08,0.16,21,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2040,C02 - SGF 1560,Time stamp,8/3/2022,14:14:00.3,0,1495,117,,309,0.35,L,49.7,239,239,239,413,413,414,485,455,462,49.7,238,238,238,416,414,415,0,0,0,0.098,50.2,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1494,34.8,88,51,4.48,0.28,29,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1277,#####,32768,11111110 00000000,11111110 00000000,
-2041,C01 - SGB 1603,Time stamp,8/3/2022,14:14:00.2,0,1498,106,442,322,0.31,L,49.9,240,240,240,415,415,416,520,461,492,49.9,239,239,240,417,417,417,0,0,0,0.044,53.7,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1497,27.6,88,49,4.12,0.18,24,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2042,C07 - SGJ1500,Time stamp,8/3/2022,14:14:00.1,0,1495,105,446,314,0.32,L,49.8,241,241,240,416,416,418,489,462,446,49.8,241,240,241,418,419,419,0,0,0,0.114,53.4,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1495,31.4,87,56,4.36,0.24,28,47,#####,#####,27.6,,,11110000,,0,,,,,,,
-2043,C06 - SGB 1601,Time stamp,8/3/2022,14:14:00.1,0,1495,142,461,350,0.38,L,49.8,240,240,240,415,416,417,570,497,508,49.8,240,239,240,418,417,418,0,0,0,-0.138,52.9,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1493,46.4,87,51,3.44,0.26,,#####,#####,,,6.96,1.26,,,,11000110 00000000,,,,11111110 00000000,,
-2044,C02 - SGF 1560,Time stamp,8/3/2022,14:13:00.2,0,1495,181,,307,0.51,L,49.9,239,239,239,415,414,414,503,474,484,49.9,238,238,239,415,415,415,0,0,0,0.042,50.1,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1495,46.7,88,51,4.52,0.44,37,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1313,#####,32768,11111110 00000000,11111110 00000000,
-2045,C01 - SGB 1603,Time stamp,8/3/2022,14:13:00.2,0,1497,174,647,335,0.46,L,50,240,240,240,415,415,416,549,489,520,50,240,240,240,417,417,417,0,0,0,0.076,53.4,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1499,48.2,87,49,4.24,0.28,39,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2046,C06 - SGB 1601,Time stamp,8/3/2022,14:13:00.1,0,1496,115,643,378,0.29,L,49.9,240,240,240,415,416,417,617,534,541,49.9,240,239,241,418,417,418,0,0,0,0.08,52.6,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1499,33.1,87,51,3.48,0.22,,#####,#####,,,7,1.22,,,,11000110 00000000,,,,11111110 00000000,,
-2047,C07 - SGJ1500,Time stamp,8/3/2022,14:13:00.0,0,1496,185,679,301,0.52,L,49.9,241,241,240,417,416,418,491,474,457,49.9,241,240,241,418,418,419,0,0,0,0.038,53.9,27.6,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1495,47.5,87,56,4.16,0.42,39,47,#####,#####,27.6,,,11110000,,0,,,,,,,
-2048,C07 - SGJ1500,Time stamp,8/3/2022,14:12:00.3,0,1508,85,361,286,0.29,L,50.2,241,240,240,416,416,418,435,409,396,50.2,241,240,240,418,418,419,0,0,0,-0.016,53.1,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1505,20.8,86,56,4.2,0.22,18,47,#####,#####,27.7,,,11110000,,0,,,,,,,
-2049,C06 - SGB 1601,Time stamp,8/3/2022,14:12:00.1,0,1506,101,367,331,0.29,L,50.3,240,240,241,415,417,417,518,452,458,50.3,239,240,240,418,418,418,0,0,0,0.244,52.7,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1507,28.6,87,52,3.48,0.18,,#####,#####,,,7,1.16,,,,11000110 00000000,,,,11111110 00000000,,
-2050,C02 - SGF 1560,Time stamp,8/3/2022,14:12:00.1,0,1507,80,,299,0.26,L,50.3,239,239,240,414,415,415,449,419,427,50.3,239,239,239,416,415,416,0,0,0,-0.038,50.5,27.8,61.5,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1507,21.1,88,51,4.52,0.26,20,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1212,#####,32768,11111110 00000000,11111110 00000000,
-2051,C01 - SGB 1603,Time stamp,8/3/2022,14:12:00.1,0,1506,104,400,291,0.34,L,50.1,240,240,240,415,415,416,460,411,439,50.1,239,240,240,417,417,417,0,0,0,-0.062,53.5,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1505,25.7,87,50,4.2,0.18,24,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2052,C07 - SGJ1500,Time stamp,8/3/2022,14:11:00.3,0,1502,143,617,285,0.45,L,50.1,241,240,240,417,416,418,465,441,424,50.1,241,240,240,419,418,419,0,0,0,0.086,53.4,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1504,38,87,56,4.4,0.4,31,47,#####,#####,27.6,,,11110000,,0,,,,,,,
-2053,C06 - SGB 1601,Time stamp,8/3/2022,14:11:00.3,0,1504,182,615,331,0.48,L,50.1,240,240,240,416,416,417,583,510,517,50.1,240,239,241,418,418,419,0,0,0,-0.03,52.7,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1503,58.1,87,51,3.44,0.4,,#####,#####,,,6.84,1.4,,,,11000110 00000000,,,,11111110 00000000,,
-2054,C02 - SGF 1560,Time stamp,8/3/2022,14:11:00.1,0,1506,149,,290,0.46,L,50.1,239,239,239,414,414,414,474,449,457,50.1,239,238,238,415,415,415,0,0,0,0.082,50.2,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1504,40.6,88,51,4.48,0.44,33,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1200,#####,32768,11111110 00000000,11111110 00000000,
-2055,C01 - SGB 1603,Time stamp,8/3/2022,14:11:00.1,0,1499,158,666,295,0.47,L,50.1,241,241,240,416,416,416,495,441,472,50.1,239,240,240,417,417,417,0,0,0,0.06,53.7,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1501,45.9,88,49,4.08,0.3,35,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2056,C06 - SGB 1601,Time stamp,8/3/2022,14:10:00.3,0,1504,166,521,326,0.45,L,50.1,240,239,240,415,415,417,555,489,494,50.1,240,239,240,418,417,418,0,0,0,-0.016,52.7,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1503,54.9,87,51,3.48,0.36,,#####,#####,,,6.96,1.34,,,,11000110 00000000,,,,11111110 00000000,,
-2057,C01 - SGB 1603,Time stamp,8/3/2022,14:10:00.3,0,1502,126,550,289,0.4,L,50.1,240,241,240,416,416,416,463,413,442,50.1,240,240,241,417,417,418,0,0,0,0.06,53.7,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1502,36.9,88,49,4.16,0.22,30,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2058,C07 - SGJ1500,Time stamp,8/3/2022,14:10:00.1,0,1503,117,543,288,0.38,L,50.1,240,239,239,414,414,416,457,434,419,50.1,240,240,240,417,418,418,0,0,0,0.114,53.4,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1502,33.3,87,56,4.4,0.32,30,47,#####,#####,27.2,,,11110000,,0,,,,,,,
-2059,C02 - SGF 1560,Time stamp,8/3/2022,14:10:00.0,0,1504,125,,293,0.39,L,50.1,239,239,239,414,413,415,466,436,446,50.1,239,239,239,416,415,416,0,0,0,0.082,50.3,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1503,35.9,88,51,4.52,0.34,30,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1186,#####,32768,11111110 00000000,11111110 00000000,
-2060,C02 - SGF 1560,Time stamp,8/3/2022,14:09:00.3,0,1502,44,,290,0.15,L,50.1,239,239,240,415,414,415,426,394,402,50.1,239,239,239,416,415,416,0,0,0,0.134,50.3,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,16.4,88,51,4.52,0.18,13,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1179,#####,32768,11111110 00000000,11111110 00000000,
-2061,C06 - SGB 1601,Time stamp,8/3/2022,14:09:00.2,0,1501,105,239,315,0.32,L,50.1,240,239,240,415,416,417,501,438,441,50.1,240,239,240,418,417,418,0,0,0,-0.27,52.9,28.3,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1500,28,87,51,3.52,0.2,,#####,#####,,,7,1.2,,,,11000110 00000000,,,,11111110 00000000,,
-2062,C01 - SGB 1603,Time stamp,8/3/2022,14:09:00.2,0,1502,54,264,283,0.19,L,50.1,240,240,240,415,416,416,425,378,403,50.1,239,240,240,417,417,417,0,0,0,0.084,53.5,28,67.8,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1501,16.8,87,49,4.16,0.1,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2063,C07 - SGJ1500,Time stamp,8/3/2022,14:09:00.1,0,1504,47,240,287,0.16,L,50.1,240,240,240,416,416,417,430,404,393,50.1,240,240,241,418,418,419,0,0,0,0.092,53,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1503,16.4,87,56,4.4,0.18,12,47,#####,#####,27.4,,,11110000,,0,,,,,,,
-2064,C02 - SGF 1560,Time stamp,8/3/2022,14:08:00.2,0,1501,109,,290,0.35,L,50,239,240,239,415,415,415,447,415,426,50,239,239,238,416,415,415,0,0,0,0.026,50.2,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,32.1,88,51,4.56,0.28,28,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1198,#####,32768,11111110 00000000,11111110 00000000,
-2065,C01 - SGB 1603,Time stamp,8/3/2022,14:08:00.2,0,1501,110,458,295,0.35,L,50,240,240,239,414,415,415,465,411,443,50,239,240,240,417,417,417,0,0,0,-0.002,53.6,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1499,29.5,87,49,4.28,0.16,26,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2066,C06 - SGB 1601,Time stamp,8/3/2022,14:08:00.1,0,1501,126,442,329,0.36,L,50.1,240,240,241,416,417,418,535,465,472,50.1,240,240,241,418,418,419,0,0,0,0.256,52.7,28.2,61.5,28.2,,,,10010000 0100,01001100 0011,AUT,1501,37,87,51,3.52,0.22,,#####,#####,,,7,1.2,,,,11000110 00000000,,,,11111110 00000000,,
-2067,C07 - SGJ1500,Time stamp,8/3/2022,14:08:00.0,0,1501,103,443,291,0.34,L,50.1,241,241,241,417,418,418,449,425,411,50.1,241,241,241,418,419,419,0,0,0,0.028,53.2,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1501,31.7,86,56,4.08,0.26,27,47,#####,#####,27.5,,,11110000,,0,,,,,,,
-2068,C07 - SGJ1500,Time stamp,8/3/2022,14:07:00.4,0,1500,146,559,292,0.45,L,49.9,240,239,239,415,414,416,483,459,442,49.9,240,240,240,417,417,418,0,0,0,0.07,53.2,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1498,40.1,86,56,4.32,0.3,31,47,#####,#####,27.6,,,11110000,,0,,,,,,,
-2069,C06 - SGB 1601,Time stamp,8/3/2022,14:07:00.1,0,1497,130,536,355,0.34,L,49.9,239,239,240,414,415,416,590,510,519,49.9,239,239,240,417,417,417,0,0,0,0.088,52.7,28.2,61,28.2,,,,10010000 0100,01001100 0011,AUT,1498,41,87,51,3.48,0.22,,#####,#####,,,6.96,1.2,,,,11000110 00000000,,,,11111110 00000000,,
-2070,C02 - SGF 1560,Time stamp,8/3/2022,14:07:00.1,0,1499,137,,292,0.43,L,49.8,239,239,238,414,413,413,460,430,441,49.8,238,238,238,415,414,414,0,0,0,0.078,50.1,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1494,39.9,88,51,4.52,0.28,32,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1237,#####,32768,11111110 00000000,11111110 00000000,
-2071,C01 - SGB 1603,Time stamp,8/3/2022,14:07:00.1,0,1496,136,520,288,0.43,L,49.8,240,240,239,414,414,415,470,418,450,49.8,239,239,239,417,416,416,0,0,0,0.076,53.6,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1492,40.3,87,49,4.2,0.14,32,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2072,C07 - SGJ1500,Time stamp,8/3/2022,14:06:00.2,0,1499,146,550,305,0.43,L,50,241,240,240,416,416,418,479,452,442,50,240,240,240,417,417,418,0,0,0,0.024,53.2,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1496,40.6,87,57,4.16,0.28,34,47,#####,#####,27.7,,,11110000,,0,,,,,,,
-2073,C06 - SGB 1601,Time stamp,8/3/2022,14:06:00.2,0,1497,116,552,375,0.3,L,49.9,240,239,240,415,415,416,583,508,519,49.9,240,239,240,417,417,418,0,0,0,0.108,52.6,28.3,61,28.2,,,,10010000 0100,01001100 0011,AUT,1496,34.6,87,52,3.44,0.18,,#####,#####,,,6.96,1.18,,,,11000110 00000000,,,,11111110 00000000,,
-2074,C02 - SGF 1560,Time stamp,8/3/2022,14:06:00.1,0,1497,131,,312,0.39,L,50,238,239,239,413,413,413,505,473,485,50,238,239,238,415,415,414,0,0,0,0.09,50.2,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,39.3,88,51,4.52,0.26,31,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1307,#####,32768,11111110 00000000,11111110 00000000,
-2075,C01 - SGB 1603,Time stamp,8/3/2022,14:06:00.1,0,1492,131,493,305,0.39,L,49.8,239,240,239,414,414,414,498,439,472,49.8,239,239,240,416,416,416,0,0,0,0.046,53.7,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1495,38.6,87,49,4.2,0.16,33,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2076,C07 - SGJ1500,Time stamp,8/3/2022,14:05:00.3,0,1498,89,402,315,0.27,L,49.8,240,240,240,415,416,417,479,446,437,49.8,240,240,240,418,418,419,0,0,0,0.088,53.4,27.6,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1494,21.9,87,57,4.2,0.2,20,47,#####,#####,27.5,,,11110000,,0,,,,,,,
-2077,C06 - SGB 1601,Time stamp,8/3/2022,14:05:00.3,0,1497,138,404,349,0.37,L,49.8,240,239,240,415,415,417,561,492,500,49.8,240,239,240,418,417,418,0,0,0,-0.024,52.9,28.2,61,28.2,,,,10010000 0100,01001100 0011,AUT,1494,42.8,87,52,3.44,0.26,,#####,#####,,,6.84,1.24,,,,11000110 00000000,,,,11111110 00000000,,
-2078,C01 - SGB 1603,Time stamp,8/3/2022,14:05:00.3,0,1495,82,398,316,0.25,L,49.9,240,240,240,415,415,416,481,426,458,49.9,239,240,240,417,417,417,0,0,0,0.074,53.6,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1494,22.7,87,50,4.2,0.12,19,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2079,C02 - SGF 1560,Time stamp,8/3/2022,14:05:00.1,0,1494,82,,313,0.25,L,49.9,239,240,240,416,415,415,473,438,452,49.9,239,239,239,416,416,416,0,0,0,0.024,49.7,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1497,23,88,51,4.52,0.22,20,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1292,#####,32768,11111110 00000000,11111110 00000000,
-2080,C02 - SGF 1560,Time stamp,8/3/2022,14:04:00.3,0,1501,124,,310,0.37,L,50,239,239,239,414,414,415,498,467,481,50,239,239,239,416,415,416,0,0,0,0.104,49.9,27.8,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,40.1,88,51,4.48,0.28,30,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1339,#####,32768,11111110 00000000,11111110 00000000,
-2081,C01 - SGB 1603,Time stamp,8/3/2022,14:04:00.2,0,1498,122,484,330,0.35,L,50,240,240,239,415,414,416,511,459,492,50,240,240,240,417,417,417,0,0,0,0.086,53.4,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1501,36.3,88,50,4.16,0.18,30,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2082,C02 - SGF 1560,Time stamp,8/3/2022,14:03:00.3,0,1501,162,,319,0.45,L,49.8,238,238,238,412,413,412,529,492,506,49.8,238,238,238,415,414,415,0,0,0,0.058,50,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1497,41.6,88,51,4.52,0.4,36,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1325,#####,32768,11111110 00000000,11111110 00000000,
-2083,C07 - SGJ1500,Time stamp,8/3/2022,14:03:00.2,0,1500,155,631,311,0.45,L,49.9,240,240,239,416,415,417,498,476,459,49.9,240,240,240,418,417,418,0,0,0,0.066,53,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1495,42.5,87,57,4.44,0.36,32,47,#####,#####,27.3,,,11110000,,0,,,,,,,
-2084,C06 - SGB 1601,Time stamp,8/3/2022,14:03:00.2,0,1497,156,632,369,0.39,L,49.9,240,239,240,415,415,416,595,511,527,49.9,239,239,240,418,417,417,0,0,0,0.076,52.6,28.2,61,28.2,,,,10010000 0100,01001100 0011,AUT,1495,52.4,87,52,3.4,0.3,,#####,#####,,,6.88,1.28,,,,11000110 00000000,,,,11111110 00000000,,
-2085,C01 - SGB 1603,Time stamp,8/3/2022,14:03:00.2,0,1495,154,632,323,0.43,L,49.9,240,240,239,415,415,415,535,475,510,49.9,239,239,240,416,416,416,0,0,0,0.052,53.6,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1493,43.7,87,50,4.08,0.26,36,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2086,C06 - SGB 1601,Time stamp,8/3/2022,14:02:00.2,0,1504,163,653,384,0.39,L,50,239,239,240,414,415,416,660,571,581,50,240,239,241,418,418,418,0,0,0,0.134,52.6,28.2,61,28.2,,,,10010000 0100,01001100 0011,AUT,1500,54.6,88,53,3.36,0.32,,#####,#####,,,6.88,1.3,,,,11000110 00000000,,,,11111110 00000000,,
-2087,C02 - SGF 1560,Time stamp,8/3/2022,14:02:00.2,0,1499,180,,312,0.5,L,50,239,239,239,414,413,414,498,467,477,50,238,238,238,415,414,415,0,0,0,0.002,50.3,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1496,47.3,88,52,4.52,0.48,38,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1343,#####,32768,11111110 00000000,11111110 00000000,
-2088,C07 - SGJ1500,Time stamp,8/3/2022,14:02:00.1,0,1495,163,653,319,0.46,L,50.1,241,241,240,418,417,418,525,499,483,50.1,241,240,241,418,418,419,0,0,0,0.042,52.7,27.6,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,48,87,57,4.08,0.4,36,47,#####,#####,27.1,,,11110000,,0,,,,,,,
-2089,C01 - SGB 1603,Time stamp,8/3/2022,14:02:00.1,0,1492,164,667,336,0.44,L,50.1,241,241,241,416,417,418,547,484,513,50.1,240,240,240,417,417,417,0,0,0,0.032,53.5,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1498,47.3,88,50,4.12,0.32,41,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2090,C01 - SGB 1603,Time stamp,8/3/2022,14:01:00.4,0,1499,142,640,332,0.39,L,50.1,241,241,240,416,416,417,538,480,512,50.1,240,240,240,418,417,417,0,0,0,0.094,53.7,28,67.4,28.1,#####,#####,0,10010001 0100,01001100 0011,AUT,1504,40.1,88,50,4.04,0.3,32,#####,#####,#####,#####,#####,#####,1111,11000000,0,11000110 00000000,,,,,,
-2091,C02 - SGF 1560,Time stamp,8/3/2022,14:01:00.1,0,1504,143,,333,0.4,L,50,239,239,239,414,413,414,519,495,499,50,239,238,238,416,415,415,0,0,0,0.138,50,27.7,61,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,37.8,88,52,4.48,0.42,31,#####,#####,#####,#####,#####,#####,101110,,0,11000110 00000000,1331,#####,32768,11111110 00000000,11111110 00000000,
-2092,C07 - SGJ1500,Time stamp,8/3/2022,14:01:00.0,0,1504,141,642,320,0.4,L,50.2,241,241,241,417,417,419,511,487,471,50.2,241,241,241,418,419,419,0,0,0,0.094,52.7,27.7,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1505,38.6,87,56,4.32,0.42,31,47,#####,#####,27.5,,,11110000,,0,,,,,,,
-2093,C06 - SGB 1601,Time stamp,8/3/2022,14:01:00.0,0,1506,226,646,362,0.53,L,50.1,240,239,240,415,415,418,643,573,575,50.1,240,239,241,419,418,419,0,0,0,-0.12,52.8,28.3,61,28.2,,,,10010000 0100,01001100 0011,AUT,1503,69.9,88,52,3.32,0.58,,#####,#####,,,7,1.56,,,,11000110 00000000,,,,11111110 00000000,,
-2094,C07 - SGJ1500,Time stamp,8/3/2022,14:00:00.3,0,1504,171,658,325,0.47,L,50,240,240,240,416,416,417,539,510,495,50,240,240,240,418,418,418,0,0,0,0.03,52.6,27.6,63,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1502,43.7,87,57,4.08,0.44,36,47,#####,#####,27,,,11110000,,0,,,,,,,
-2095,C06 - SGB 1601,Time stamp,8/3/2022,14:00:00.3,0,1499,150,671,385,0.36,L,50,240,239,240,415,415,417,614,533,536,50,240,239,240,418,417,418,0,0,0,0.154,52.6,28.3,61,28.2,,,,10010000 0100,01001100 0011,AUT,1500,51.8,88,52,3.36,0.3,,#####,#####,,,6.96,1.28,,,,11000110 00000000,,,,11111110 00000000,,
